,0,1,2,3,4
46,-0.035033218077411686,-0.04947691828150061,-0.09167978036567277,-0.04947691828150061,-0.035033218077411686
47,-0.032336486712402523,-0.045102609679115134,-0.08245283470655898,-0.045102609679115134,-0.032336486712402523
48,-0.029640155928756445,-0.04072895085094345,-0.07322725964835754,-0.04072895085094345,-0.029640155928756445
49,-0.026956285213957907,-0.036375503226250654,-0.06404431708208944,-0.036375503226250654,-0.026956285213957907
50,-0.02429687832714928,-0.03206173783858452,-0.05494507822261452,-0.03206173783858452,-0.02429687832714928
51,-0.02167382961165893,-0.027806948240508767,-0.04597023991536791,-0.027806948240508767,-0.02167382961165893
52,-0.019098870796897604,-0.023630164212129837,-0.03715994261748408,-0.023630164212129837,-0.019098870796897604
53,-0.01658351852755443,-0.019550066649360442,-0.02855359086739823,-0.019550066649360442,-0.01658351852755443
54,-0.01413902285477118,-0.015584904012586826,-0.020189677045884466,-0.015584904012586826,-0.01413902285477118
55,-0.011776316919670808,-0.0117524107094277,-0.012105609216769165,-0.0117524107094277,-0.011776316919670808
56,-0.009505968054283418,-0.00806972777662233,-0.0043375438173114305,-0.00806972777662233,-0.009505968054283418
57,-0.007338130518573534,-0.004553326215802546,0.003079776053447843,-0.004553326215802546,-0.007338130518573534
58,-0.005282500084954835,-0.001218933326033523,0.010113176025104196,-0.001218933326033523,-0.005282500084954835
59,-0.003348270673415665,0.0019185376373948434,0.016731198830082738,0.0019185376373948434,-0.003348270673415665
60,-0.001544093231206999,0.0048450541633211774,0.022904244997994868,0.0048450541633211774,-0.001544093231206999
61,0.00012196295899411293,0.007547527245889243,0.02860470524089473,0.007547527245889243,0.00012196295899411293
62,0.0016424463693944268,0.010013869925845392,0.03380708393733565,0.010013869925845392,0.0016424463693944268
63,0.0030105565544516952,0.012233051350127476,0.038488113162936925,0.012233051350127476,0.0030105565544516952
64,0.004220174566240785,0.014195146107960892,0.04262685675745335,0.014195146107960892,0.004220174566240785
65,0.005265890321784267,0.015891378622803296,0.04620480396290146,0.015891378622803296,0.005265890321784267
66,0.006143026799945565,0.017314162401592486,0.04920595221394101,0.017314162401592486,0.006143026799945565
67,0.006847660959662846,0.01845713396575327,0.051616878710227215,0.01845713396575327,0.006847660959662846
68,0.007376641285965556,0.019315181312204763,0.05342680045062229,0.019315181312204763,0.007376641285965556
69,0.007727601885298169,0.01988446677707486,0.054627622460760125,0.01988446677707486,0.007727601885298169
70,0.007898973067109046,0.020162444199862663,0.05521397399826364,0.020162444199862663,0.007898973067109046
71,0.007889988364377596,0.020147870311281096,0.05518323257368496,0.020147870311281096,0.007889988364377596
72,0.007700687961680154,0.019840810293847124,0.0545355356797336,0.019840810293847124,0.007700687961680154
73,0.007331918515462184,0.019242637490349244,0.05327378017633249,0.019242637490349244,0.007331918515462184
74,0.00678532936732091,0.018356027261496582,0.0514036093342532,0.018356027261496582,0.00678532936732091
75,0.006063365167234418,0.017184945020221148,0.04893338759527736,0.017184945020221148,0.006063365167234418
76,0.005169254939730401,0.015734628496150767,0.04587416316177158,0.015734628496150767,0.005169254939730401
77,0.004106997641896657,0.014011564309575732,0.042239618582995665,0.014011564309575732,0.004106997641896657
78,0.0028813442778259373,0.01202345895968337,0.03804600955914983,0.01202345895968337,0.0028813442778259373
79,0.0014977766494892488,0.009779204356817249,0.03331209223686282,0.009779204356817249,0.0014977766494892488
80,-3.751716092444737e-05,0.007288838052919941,0.028059039321296355,0.007288838052919941,-3.751716092444737e-05
81,-0.0017176704675456,0.004563498348030818,0.022310345380058702,0.004563498348030818,-0.0017176704675456
82,-0.0035351686924537168,0.001615374473627444,0.01609172176246082,0.001615374473627444,-0.0035351686924537168
83,-0.005481882975039683,-0.0015423479243814261,0.00943098160409493,-0.0015423479243814261,-0.005481882975039683
84,-0.007549106528781218,-0.004895545759181241,0.0023579154310582914,-0.004895545759181241,-0.007549106528781218
85,-0.00972759358282367,-0.008429221669332904,-0.0050958420798105294,-0.008429221669332904,-0.00972759358282367
86,-0.012007600734197857,-0.012127571095295336,-0.012896953588760912,-0.012127571095295336,-0.012007600734197857
87,-0.014378930525724838,-0.0159740529661858,-0.021010528196212682,-0.0159740529661858,-0.014378930525724838
88,-0.016830977054703104,-0.019951463680627737,-0.0294002774942204,-0.019951463680627737,-0.016830977054703104
89,-0.01935277340839076,-0.024042014050802543,-0.03802867786837047,-0.024042014050802543,-0.01935277340839076
90,-0.021933040714124993,-0.028227408865568942,-0.04685713832420709,-0.028227408865568942,-0.021933040714124993
91,-0.024560238584699242,-0.03248892871679917,-0.05584617308757355,-0.03248892871679917,-0.024560238584699242
92,-0.02722261673337886,-0.03680751372296007,-0.06495557820690598,-0.03680751372296007,-0.02722261673337886
93,-0.029908267527703595,-0.04116384877547954,-0.07414461136761381,-0.04116384877547954,-0.029908267527703595
94,-0.032605179247027674,-0.04553844992663032,-0.08337217411431916,-0.04553844992663032,-0.032605179247027674
95,-0.035301289805599906,-0.04991175153255604,-0.09259699566595501,-0.04991175153255604,-0.035301289805599906
96,-0.037984540700904575,-0.054264193761687694,-0.10177781750159991,-0.054264193761687694,-0.037984540700904575
97,-0.04064293094597602,-0.05857631007716438,-0.11087357789147809,-0.05857631007716438,-0.04064293094597602
98,-0.043264570744471875,-0.06282881430198826,-0.11984359554780075,-0.06282881430198826,-0.043264570744471875
99,-0.04583773466844003,-0.06700268687751029,-0.1286477515740594,-0.06700268687751029,-0.04583773466844003
100,-0.04835091410093896,-0.07107925992945051,-0.1372466688989933,-0.07107925992945051,-0.04835091410093896
101,-0.050792868708959,-0.07504030076099091,-0.14560188839270322,-0.07504030076099091,-0.050792868708959
102,-0.05315267671642889,-0.07886809339951299,-0.1536760408772212,-0.07886809339951299,-0.05315267671642889
103,-0.05541978375245896,-0.08254551783225819,-0.16143301426221124,-0.08254551783225819,-0.05541978375245896
104,-0.057584050056344496,-0.08605612657652491,-0.16883811505827626,-0.08605612657652491,-0.057584050056344496
105,-0.05963579582820225,-0.08938421824193812,-0.17585822354549432,-0.08938421824193812,-0.05963579582820225
106,-0.061565844522406925,-0.09251490775577989,-0.18246194190318454,-0.09251490775577989,-0.061565844522406925
107,-0.06336556389019536,-0.09543419293729442,-0.18861973463838422,-0.09543419293729442,-0.06336556389019536
108,-0.06502690458787318,-0.0981290171232105,-0.19430406068496295,-0.0981290171232105,-0.06502690458787318
109,-0.06654243617794632,-0.10058732756438468,-0.1994894965825529,-0.10058732756438468,-0.06654243617794632
110,-0.0679053803621609,-0.10279812933238384,-0.20415285018437163,-0.10279812933238384,-0.0679053803621609
111,-0.0691096412978142,-0.10475153449490626,-0.2082732643853719,-0.10475153449490626,-0.0691096412978142
112,-0.07014983286174596,-0.10643880634010172,-0.21183231040678913,-0.10643880634010172,-0.07014983286174596
113,-0.07102130274006992,-0.10785239845199508,-0.21481407021986654,-0.10785239845199508,-0.07102130274006992
114,-0.07172015323590318,-0.10898598846224603,-0.21720520774011276,-0.10898598846224603,-0.07172015323590318
115,-0.07224325870202947,-0.10983450632728867,-0.21899502847367192,-0.10983450632728867,-0.07224325870202947
116,-0.072588279520528,-0.11039415700437978,-0.22017552734903473,-0.11039415700437978,-0.072588279520528
117,-0.07275367256684308,-0.11066243742513585,-0.22074142452016035,-0.11066243742513585,-0.07275367256684308
118,-0.07273869811149335,-0.11063814769064383,-0.22069018898087764,-0.11063814769064383,-0.07273869811149335
119,-0.07254342312855262,-0.110321396438075,-0.22002204988494944,-0.110321396438075,-0.07254342312855262
120,-0.07216872099610458,-0.10971360035479918,-0.21873999552116957,-0.10971360035479918,-0.07216872099610458
121,-0.07161626759001138,-0.10881747784217272,-0.2168497599480772,-0.10881747784217272,-0.07161626759001138
122,-0.07088853378846681,-0.10763703685733908,-0.2143597973480652,-0.10763703685733908,-0.07088853378846681
123,-0.06998877442085784,-0.10617755698742054,-0.211281244215585,-0.10617755698742054,-0.06998877442085784
124,-0.06892101371036163,-0.1044455658362749,-0.20762786954856408,-0.1044455658362749,-0.06892101371036163
125,-0.06769002727538623,-0.10244880982942864,-0.20341601326580613,-0.10244880982942864,-0.06769002727538623
126,-0.06630132077035512,-0.10019621956776363,-0.1986645131258075,-0.10019621956776363,-0.06630132077035512
127,-0.06476110526136544,-0.09769786988491408,-0.1933946204738474,-0.09769786988491408,-0.06476110526136544
128,-0.06307626944685389,-0.09496493478702013,-0.18762990519417994,-0.09496493478702013,-0.06307626944685389
129,-0.06125434884751458,-0.09200963747637153,-0.18139615029243178,-0.09200963747637153,-0.06125434884751458
130,-0.05930349210326915,-0.08884519568246467,-0.17472123657969454,-0.08884519568246467,-0.05930349210326915
131,-0.05723242452802705,-0.08548576254498107,-0.1676350179740655,-0.08548576254498107,-0.05723242452802705
132,-0.05505040908524023,-0.08194636331309359,-0.16016918797736035,-0.08194636331309359,-0.05505040908524023
133,-0.05276720495879022,-0.0782428281442139,-0.1523571379241853,-0.0782428281442139,-0.05276720495879022
134,-0.05039302390450261,-0.07439172130274486,-0.1442338076373605,-0.07439172130274486,-0.05039302390450261
135,-0.04793848457750804,-0.07041026707549769,-0.13583552915764263,-0.07041026707549769,-0.04793848457750804
136,-0.04541456503972456,-0.06631627273512426,-0.1271998642466794,-0.06631627273512426,-0.04541456503972456
137,-0.04283255365987234,-0.06212804889611149,-0.11836543638996591,-0.06212804889611149,-0.04283255365987234
138,-0.040203998625625244,-0.057864327619553554,-0.10937175805118726,-0.057864327619553554,-0.040203998625625244
139,-0.03754065629370689,-0.0535441786329791,-0.10025905395055298,-0.0535441786329791,-0.03754065629370689
140,-0.034854438608940115,-0.04918692403994871,-0.09106808115752907,-0.04918692403994871,-0.034854438608940115
141,-0.03215735982741922,-0.04481205190088486,-0.08183994680260508,-0.04481205190088486,-0.03215735982741922
142,-0.02946148278209029,-0.04043912907165236,-0.0726159242233973,-0.04043912907165236,-0.02946148278209029
143,-0.026778864931068323,-0.03608771368972077,-0.06343726836737948,-0.03608771368972077,-0.026778864931068323
144,-0.024121504429993494,-0.03177726769932027,-0.05434503127686397,-0.03177726769932027,-0.024121504429993494
145,-0.02150128646962177,-0.027527069806828296,-0.04537987848149026,-0.027527069806828296,-0.02150128646962177
146,-0.018929930118656044,-0.023356129255695687,-0.03658190711940865,-0.023356129255695687,-0.018929930118656044
147,-0.01641893590956845,-0.019283100806562543,-0.027990466600630138,-0.019283100806562543,-0.01641893590956845
148,-0.013979534401836836,-0.015326201302815996,-0.019643982614627555,-0.015326201302815996,-0.013979534401836836
149,-0.01162263595265136,-0.011503128194758756,-0.011579785269331339,-0.011503128194758756,-0.01162263595265136
150,-0.009358781919742369,-0.00783098038679005,-0.003833942130170207,-0.00783098038679005,-0.009358781919742369
151,-0.0071980975145796286,-0.004326181761617605,0.0035589030940938937,-0.004326181761617605,-0.0071980975145796286
152,-0.005150246516807549,-0.001004407723539602,0.010565685497257258,-0.001004407723539602,-0.005150246516807549
153,-0.003224388052460576,0.002119484910660997,0.017155066860281332,0.002119484910660997,-0.003224388052460576
154,-0.0014291356292686374,0.005031524359646006,0.023297575813199627,0.005031524359646006,-0.0014291356292686374
155,0.00022748138772875652,0.007718686367080605,0.02896573964743686,0.007718686367080605,0.00022748138772875652
156,0.0017380536879588908,0.010168952453335527,0.034134207189007726,0.010168952453335527,0.0017380536879588908
157,0.003095825153863903,0.012371363668796603,0.038779862183033524,0.012371363668796603,0.003095825153863903
158,0.004294723078007834,0.014316069608369147,0.042881926682462365,0.014316069608369147,0.004294723078007834
159,0.005329385323593809,0.01599437246795517,0.04642205397857738,0.01599437246795517,0.005329385323593809
160,0.0061951843069155445,0.01739876594586023,0.04938441065765967,0.01739876594586023,0.0061951843069155445
161,0.006888247694479371,0.01852296881513956,0.051755747416799947,0.01852296881513956,0.006888247694479371
162,0.007405475722228559,0.019361953016730757,0.05352545832213372,0.019361953016730757,0.007405475722228559
163,0.007744555059408175,0.019911966147723847,0.05468562824446264,0.019911966147723847,0.007744555059408175
164,0.007903969155063965,0.020170548244189453,0.05523106826010459,0.020170548244189453,0.007903969155063965
165,0.007883005020899714,0.020136542783502444,0.05515933885863963,0.020136542783502444,0.007883005020899714
166,0.0076817564201566175,0.019810101856952988,0.05447076085375447,0.019810101856952988,0.0076817564201566175
167,0.007301123448251996,0.019192685489509847,0.05316841394838557,0.019192685489509847,0.007301123448251996
168,0.0067428085070531055,0.018287055109778513,0.05125812296057857,0.018287055109778513,0.0067428085070531055
169,0.0060093086907913595,0.017097261199360215,0.048748431771669924,0.017097261199360215,0.0060093086907913595
170,0.005103904617671184,0.015628625176850434,0.04565056511330822,0.015628625176850434,0.005103904617671184
171,0.004030645757125083,0.013887715597502216,0.041978378364225924,0.013887715597502216,0.004030645757125083
172,0.0027943323183390683,0.011882318775001854,0.03774829558129664,0.011882318775001854,0.0027943323183390683
173,0.0014004937810537304,0.009621403956753753,0.03297923604203965,0.009621403956753753,0.0014004937810537304
174,-0.00014463583533780655,0.007115083208428453,0.027692529627111443,0.007115083208428453,-0.00014463583533780655
175,-0.0018341458537836023,0.004374566187194199,0.02191182142124433,0.004374566187194199,-0.0018341458537836023
176,-0.0036604798479558335,0.0014121100059091658,0.015662965959305445,0.0014121100059091658,-0.0036604798479558335
177,-0.005615469438782087,-0.0017590355874882286,0.008973911590471178,-0.0017590355874882286,-0.005615469438782087
178,-0.007690370827969687,-0.005124687470205162,0.0018745754776994738,-0.005124687470205162,-0.007690370827969687
179,-0.009875903905123256,-0.008669792579389213,-0.005603290208422806,-0.008669792579389213,-0.009875903905123256
180,-0.01216229375354852,-0.01237849523777932,-0.013426240303008014,-0.01237849523777932,-0.01216229375354852
181,-0.014539314369103277,-0.016234208069091857,-0.02155928623220179,-0.016234208069091857,-0.014539314369103277
182,-0.01699633439656325,-0.020219686185973192,-0.029966052501503658,-0.020219686185973192,-0.01699633439656325
183,-0.019522364678941424,-0.024317104318704236,-0.03860893938716129,-0.024317104318704236,-0.019522364678941424
184,-0.022106107407096343,-0.028508136539698397,-0.04744929110300036,-0.028508136539698397,-0.022106107407096343
185,-0.02473600664980396,-0.03277403822721924,-0.056447568690551335,-0.03277403822721924,-0.02473600664980396
186,-0.027400300038294464,-0.03709572990173025,-0.06556352685921177,-0.03709572990173025,-0.027400300038294464
187,-0.030087071374092333,-0.04145388255991443,-0.07475639398551794,-0.04145388255991443,-0.030087071374092333
188,-0.03278430392486843,-0.04582900412470326,-0.08398505446646998,-0.04582900412470326,-0.03278430392486843
189,-0.035479934169935376,-0.050201526624661916,-0.0932082326113245,-0.050201526624661916,-0.035479934169935376
190,-0.038161905755006026,-0.054551893712815734,-0.10238467724938734,-0.054551893712815734,-0.038161905755006026
191,-0.04081822341489994,-0.058860648133485634,-0.11147334622813901,-0.058860648133485634,-0.04081822341489994
192,-0.04343700662302568,-0.06310851874593285,-0.12043358997651614,-0.06310851874593285,-0.04343700662302568
193,-0.04600654272768849,-0.06727650671559418,-0.12922533331235045,-0.06727650671559418,-0.04600654272768849
194,-0.04851533933756796,-0.07134597048741263,-0.13780925468082095,-0.07134597048741263,-0.04851533933756796
195,-0.05095217572206919,-0.07529870916121577,-0.1461469620222668,-0.07529870916121577,-0.05095217572206919
196,-0.053306152996656565,-0.07911704389624137,-0.1542011644827824,-0.07911704389624137,-0.053306152996656565
197,-0.055566742868713485,-0.08278389698072369,-0.16193583919960994,-0.08278389698072369,-0.055566742868713485
198,-0.057723834725908994,-0.08628286821289681,-0.16931639241537016,-0.08628286821289681,-0.057723834725908994
199,-0.05976778085646657,-0.08959830825179743,-0.17630981420054176,-0.08959830825179743,-0.05976778085646657
200,-0.06168943959908484,-0.0927153886098018,-0.18288482609218396,-0.0927153886098018,-0.06168943959908484
201,-0.0634802162295199,-0.09562016797385102,-0.18901202098857992,-0.09562016797385102,-0.0634802162295199
202,-0.06513210140096119,-0.09829965455873901,-0.1946639946741135,-0.09829965455873901,-0.06513210140096119
203,-0.06663770696627498,-0.10074186421358505,-0.19981546838612796,-0.10074186421358505,-0.06663770696627498
204,-0.06799029902189807,-0.10293587402160694,-0.2044434018755806,-0.10293587402160694,-0.06799029902189807
205,-0.06918382802559135,-0.104871871153466,-0.20852709645582174,-0.104871871153466,-0.06918382802559135
206,-0.07021295585334959,-0.10654119675568513,-0.21204828757860705,-0.10654119675568513,-0.07021295585334959
207,-0.07107307967445399,-0.10793638467784618,-0.2149912265232923,-0.10793638467784618,-0.07107307967445399
208,-0.0717603525378856,-0.10905119486535803,-0.21734275083385166,-0.10905119486535803,-0.0717603525378856
209,-0.0722717005780248,-0.10988064126844323,-0.21909234318868478,-0.10988064126844323,-0.0722717005780248
210,-0.07260483676268412,-0.1104210141425193,-0.22023217843991513,-0.1104210141425193,-0.07260483676268412
211,-0.07275827112198527,-0.1106698966402353,-0.22075715861179365,-0.1106698966402353,-0.07275827112198527
212,-0.07273131741233126,-0.11062617562095411,-0.2206649357016751,-0.11062617562095411,-0.07273131741233126
213,-0.07252409618566853,-0.1102900466293352,-0.21995592218158896,-0.1102900466293352,-0.07252409618566853
214,-0.07213753425031176,-0.10966301302075025,-0.21863328915343538,-0.10966301302075025,-0.07213753425031176
215,-0.07157336052574285,-0.10874787923744393,-0.21670295216605825,-0.10874787923744393,-0.07157336052574285
216,-0.0708340983099235,-0.10754873826551174,-0.21417354475762773,-0.10754873826551174,-0.0708340983099235
217,-0.06992305399370662,-0.10607095332879507,-0.21105637984166692,-0.10607095332879507,-0.06992305399370662
218,-0.06884430227282157,-0.104321133901568,-0.20736539910942478,-0.104321133901568,-0.06884430227282157
219,-0.06760266792357392,-0.10230710614730082,-0.20311711067489685,-0.10230710614730082,-0.06760266792357392
220,-0.06620370422376846,-0.10003787791571415,-0.19833051524137882,-0.10003787791571415,-0.06620370422376846
221,-0.06465366811536916,-0.09752359845467626,-0.19302702111977726,-0.09752359845467626,-0.06465366811536916
222,-0.06295949221998269,-0.09477551301713476,-0.18723034847876388,-0.09477551301713476,-0.06295949221998269
223,-0.061128753832327874,-0.09180591256610555,-0.18096642325501908,-0.09180591256610555,-0.061128753832327874
224,-0.05916964103036877,-0.08862807880266575,-0.17426326119805632,-0.08862807880266575,-0.05916964103036877
225,-0.05709091605368629,-0.08525622476281598,-0.16715084256824347,-0.08525622476281598,-0.05709091605368629
226,-0.05490187611388067,-0.08170543124889676,-0.15966097804844265,-0.08170543124889676,-0.05490187611388067
227,-0.052612311812282195,-0.07799157937987201,-0.1518271664689848,-0.07799157937987201,-0.052612311812282195
228,-0.050232463350949025,-0.07413127956215242,-0.1436844449823112,-0.07413127956215242,-0.050232463350949025
229,-0.04777297473280106,-0.07014179719864037,-0.13526923235738478,-0.07014179719864037,-0.04777297473280106
230,-0.045244846155732585,-0.06604097546826769,-0.12661916609474683,-0.06604097546826769,-0.045244846155732585
231,-0.04265938481362322,-0.06184715552139817,-0.11777293409072906,-0.06184715552139817,-0.04265938481362322
232,-0.04002815432429255,-0.05757909444802575,-0.10877010160371382,-0.05757909444802575,-0.04002815432429255
233,-0.037362923010583866,-0.0532558813856585,-0.09965093429634099,-0.0532558813856585,-0.037362923010583866
234,-0.03467561126589482,-0.0488968521421043,-0.09045621814512368,-0.0488968521421043,-0.03467561126589482
235,-0.031978238239562765,-0.044521502715007474,-0.0812270770229264,-0.044521502715007474,-0.031978238239562765
236,-0.029282868080559944,-0.040149402094929905,-0.07200478877018775,-0.040149402094929905,-0.029282868080559944
237,-0.0266015559799242,-0.035800104741965225,-0.0628306005775102,-0.035800104741965225,-0.0266015559799242
238,-0.023946294253255715,-0.031493063127343214,-0.053745544505337625,-0.031493063127343214,-0.023946294253255715
239,-0.021328958704426384,-0.02724754073118324,-0.04479025396580961,-0.02724754073118324,-0.021328958704426384
240,-0.01876125551039548,-0.023082525885522526,-0.036004781987596636,-0.023082525885522526,-0.01876125551039548
241,-0.016254668864689882,-0.019016646847957615,-0.027428422076528045,-0.019016646847957615,-0.016254668864689882
242,-0.0138204096137184,-0.015068088485740174,-0.01909953247323136,-0.015068088485740174,-0.0138204096137184
243,-0.011469365115645462,-0.011254510942959395,-0.011055364593794196,-0.011254510942959395,-0.011469365115645462
244,-0.009212050546083515,-0.007592970654577223,-0.003331896420759044,-0.007592970654577223,-0.009212050546083515
245,-0.007058561868393404,-0.004099844060587549,0.004036328410376832,-0.004099844060587549,-0.007058561868393404
246,-0.005018530678933445,-0.0007907543614884122,0.011016355109469399,-0.0007907543614884122,-0.005018530678933445
247,-0.003101081129216008,0.0023194983573398315,0.017576965123835765,0.0023194983573398315,-0.003101081129216008
248,-0.0013147891176384981,0.005217003319829639,0.02368881576494652,0.005217003319829639,-0.0013147891176384981
249,0.0003323560666925106,0.00788880127593509,0.029324571445209297,0.00788880127593509,0.0003323560666925106
250,0.0018329874764959158,0.010322942462589987,0.03445902593788669,0.010322942462589987,0.0018329874764959158
251,0.003180393455392148,0.012508540049679048,0.03906921511332883,0.012508540049679048,0.003180393455392148
252,0.004368547656155143,0.014435818831983844,0.04313451964730516,0.014435818831983844,0.004368547656155143
253,0.005392135993880747,0.01609615894932414,0.04663675724206265,0.01609615894932414,0.005392135993880747
254,0.0062465804135236214,0.017482134439356454,0.049560263947652144,0.017482134439356454,0.0062465804135236214
255,0.006928059365499622,0.018587546450598118,0.05189196421980402,0.018587546450598118,0.006928059365499622
256,0.007433524897776317,0.019407450967131153,0.05362142940101841,0.019407450967131153,0.007433524897776317
257,0.007760716288005643,0.019938180920984653,0.05474092436330792,0.019938180920984653,0.007760716288005643
258,0.007908170154728805,0.020177362593297773,0.05524544210398256,0.020177362593297773,0.007908170154728805
259,0.007875227002430273,0.02012392623090775,0.055132726139744334,0.02012392623090775,0.007875227002430273
260,0.0076620341711675834,0.01977811083087953,0.05440328059893246,0.01977811083087953,0.0076620341711675834
261,0.007269545177584903,0.019141463071578334,0.05306036796678181,0.019141463071578334,0.007269545177584903
262,0.006699515450257471,0.018216830395065758,0.05110999449377858,0.018216830395065758,0.006699515450257471
263,0.0059544944784409295,0.01700834827175882,0.048560883332375224,0.01700834827175882,0.0059544944784409295
264,0.005037814409340508,0.015521421704311247,0.04542443552221171,0.015521421704311247,0.005037814409340508
265,0.00395357514489988,0.013762701053442624,0.04171467899834038,0.013762701053442624,0.00395357514489988
266,0.0027066260047644676,0.011740052293834721,0.037448205850515726,0.011740052293834721,0.0027066260047644676
267,0.0013025440374331498,0.009462521833127954,0.032644098114162225,0.009462521833127954,0.0013025440374331498
268,-0.0002523909233976658,0.006940296051366019,0.02732384242492215,0.006940296051366019,-0.0002523909233976658
269,-0.0019512243457346522,0.004184655741852509,0.021511233918499257,0.004184655741852509,-0.0019512243457346522
270,-0.0037863581038140295,0.0012079256571830117,0.015232269805606928,0.0012079256571830117,-0.0037863581038140295
271,-0.005749584461136125,-0.0019765806138873996,0.00851503309801617,-0.0019765806138873996,-0.005749584461136125
272,-0.007832122780017927,-0.005354620192201537,0.0013895670057421708,-0.005354620192201537,-0.007832122780017927
